customer_sk,customer_unique_id,customer_state,customer_region,recency_days,frequency_orders,monetary_value,avg_order_value,avg_review_score,customer_lifetime_days,rfm_score,customer_value,kmeans_cluster,dbscan_cluster,segment_label,pca_1,pca_2
79337,93bc212addb25a5f5139fded3c2ee6b3,RS,Sul,3101.0,1,18667.0,186.67,1.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,21.447575305934063,1.6033533480676032
6512,0f5ac8d5c31de21d2f25e24be15bbffb,PR,Sul,3052.0,1,18384.75,81.71,5.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,20.335313622874043,-0.5888647090872667
56616,9eca552063680b7cd2ed0e8aea002b21,PR,Sul,3003.0,1,17786.88,123.52,1.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,20.227483181880608,1.171073641252088
28851,20a5257c01689ac69410a14cb51bb447,SP,Sudeste,3124.0,1,17671.0,176.71,1.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,20.28030984253223,1.743946159635695
92323,fff5eb4918b2bf4b2da476788d42051c,PB,Nordeste,2831.0,1,17069.76,474.16,5.0,0.0,11,High Value,0,-1,😴 Lost Customers,20.234206248232336,-1.8689149854183063
4810,6d394722d5fc5e721aee6875a218d8db,RJ,Sudeste,3071.0,1,16313.6,254.9,4.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,18.69939270461384,-0.04160595974381296
85274,37bc3d463e2a0024012a7fa587597a3c,SC,Sul,2907.0,1,14963.64,103.9125,4.0,0.0,10,High Value,0,-1,😴 Lost Customers,16.637151499174323,-0.7429910318992787
52786,6411590d91c48640cb07e72fbb4a359e,GO,Centro-Oeste,2936.0,1,14577.57,179.97,1.0,0.0,10,High Value,0,-1,😴 Lost Customers,16.78312777709596,0.876988864410402
46878,38a4f1deb45ca914dd13c73b41775d71,SP,Sudeste,3047.0,1,14401.0,144.01,1.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,16.452358700597035,1.4501158336425344
83349,31e412b9fb766b6794724ed17a41dfa6,SP,Sudeste,3032.0,1,14196.28,72.43,1.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,15.96736047231745,1.4191211042843657
37685,be825ddd3b40db3f91bf05b4e9435d56,BA,Nordeste,2852.0,1,12490.88,780.68,5.0,0.0,11,High Value,0,-1,😴 Lost Customers,16.114974692799702,-1.8339177441217764
88290,09e9991c50513a303a2da26619870d7f,SP,Sudeste,3004.0,1,12300.0,123.0,1.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,13.99268678974424,1.293389786571786
35701,906a8a4ec9f3d4c3e64fa6d1c4fe6009,SP,Sudeste,2828.0,1,11832.18,328.6666666666667,2.0,0.0,11,High Value,0,-1,😴 Lost Customers,14.087255374091908,-0.18340630331567756
67609,11f97da02237a49c8e783dfda6f50e8e,GO,Centro-Oeste,3349.0,1,11745.0,52.2,5.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,12.680063672918486,1.0399526131020986
5207,c8ed31310fc440a3f8031b177f9842c3,SP,Sudeste,2790.0,1,11572.8,115.728,3.0,0.0,11,High Value,0,-1,😴 Lost Customers,12.935885217009865,-0.7534252900040296
95192,fe2b2f70f3dc31c23319ae1029eac77f,GO,Centro-Oeste,2945.0,1,11531.41,95.2990909090909,3.0,0.0,10,High Value,0,-1,😴 Lost Customers,12.812291903710205,0.026308058527305403
8328,12138e8ba93973c9b561253683f5581b,SP,Sudeste,2858.0,1,11468.45,234.05,1.0,0.0,11,High Value,0,-1,😴 Lost Customers,13.444525504718968,0.5275706583649564
62802,559026a1299bd2ede976c8d516d92258,SP,Sudeste,2954.0,1,11380.5,455.22,1.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,14.123209428466561,0.8846498575803989
48473,931eabdf0636b8fd60369a8d759917d6,SC,Sul,3249.0,1,10999.26,1222.14,5.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,15.968787004298518,-0.07580969765967234
2552,ca9ff40e3d69e5ffc34a46ed9b91451c,SP,Sudeste,2924.0,1,9759.75,390.39,5.0,0.0,10,High Value,0,-1,😴 Lost Customers,11.631678008009594,-1.2067248760310125
16381,f0d3389b217aa61b5a66744ddd694cc3,SP,Sudeste,2950.0,1,9618.48,267.18,5.0,0.0,10,High Value,0,-1,😴 Lost Customers,11.03519936255524,-1.0079114710027783
76565,d687c16dcf223790dd97278b2cdbe240,SP,Sudeste,2984.0,1,9443.35,192.72,4.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,10.677806671932748,-0.2921100127856769
74120,d97b3cfb22b0d6b25ac9ed4e9c2d481b,SP,Sudeste,3089.0,1,9393.45,77.63090909090909,1.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,10.528242324849922,1.8011055447773805
21217,f9172a6495d46451776be8bc8e46032d,RJ,Sudeste,2922.0,1,9212.98,188.01857142857142,2.0,0.0,10,High Value,0,-1,😴 Lost Customers,10.612386190984903,0.4145809419983524
79703,a229eba70ec1c2abef51f04987deb7a5,RJ,Sudeste,2863.0,1,8891.0,2222.75,5.0,0.0,11,High Value,0,-1,😴 Lost Customers,17.119671828968986,-2.4869965086580947
35806,910f0afb84bc778e856d3683c7e8a46a,CE,Nordeste,2805.0,1,8780.5,351.22,4.0,0.0,11,High Value,0,-1,😴 Lost Customers,10.489847203095444,-1.2507921254672716
18908,33de26d1fafbfd4945eb586f7136efe6,MG,Sudeste,3054.0,1,8697.99,177.51,5.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,9.669818508712677,-0.42436841249662227
36450,066ee6b9c6fc284260ff9a1274a82ca7,PR,Sul,3208.0,1,8530.14,236.94833333333332,1.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,10.10698156596975,2.322295180649191
68917,79dbe8f7d2cd77fc463cfb663ab1375c,SP,Sudeste,2795.0,1,8511.75,340.47,5.0,0.0,11,High Value,0,-1,😴 Lost Customers,10.041303906861998,-1.7918984890048186
13293,fb98136edc2c0f996bfad36a0c7e1306,PR,Sul,2897.0,1,8425.44,234.04,4.0,0.0,10,High Value,0,-1,😴 Lost Customers,9.669935122259128,-0.7237887493520744
57158,ba3f35c1ecbfcbac6854edf5ffcc198d,MG,Sudeste,3133.0,1,8299.2,331.97,5.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,9.760216061956273,-0.10857475037817478
86171,96e91c0dba30f7ff60c9acd47677c248,RJ,Sudeste,2815.0,1,8108.64,225.24,4.0,0.0,11,High Value,0,-1,😴 Lost Customers,9.281303630215122,-1.118400622025148
891,5a494c648fde2d1ec4eb614274ea7159,BA,Nordeste,2947.0,1,8057.88,223.83,1.0,0.0,10,High Value,0,-1,😴 Lost Customers,9.531586061481951,1.0467354193535319
11573,4c21c589db03eb65cbc452fc470850cf,MG,Sudeste,3177.0,1,7956.2,318.25,1.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,9.743096730002142,2.1367723211905303
83540,efce1ab3e96ccab8b1b464326bd22417,SP,Sudeste,2928.0,1,7852.4,78.524,5.0,0.0,10,High Value,0,-1,😴 Lost Customers,8.363150533948968,-0.9765810393591371
578,064fb6f70338688d1372235d95d92ff7,RJ,Sudeste,2884.0,1,7849.08,218.03,2.0,0.0,10,High Value,0,-1,😴 Lost Customers,9.170137753567078,0.23914041285838514
32482,26b5839e505ee33e6a449f7c2c403f99,SP,Sudeste,2862.0,1,7821.27,869.03,3.0,0.0,11,High Value,0,-1,😴 Lost Customers,11.333384310618026,-0.726487567171341
3529,3a205021b542565ebf170c0ec55783d9,MT,Centro-Oeste,3166.0,1,7770.4,485.65,4.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,9.807037908994268,0.48572911611538844
537,c5365631fcd0f5ae1802e798e1b7d692,PR,Sul,3107.0,1,7667.84,479.24,1.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,9.986244041033798,1.7086383181496687
23817,b60a410d454528f9b70cd6fb479fba68,RJ,Sudeste,2938.0,1,7628.9,305.156,1.0,0.0,10,High Value,0,-1,😴 Lost Customers,9.3318319134273,0.9670754541540953
84958,78b23d5ff07ebe2f082472ca242b9238,RS,Sul,3053.0,1,7550.73,93.22,4.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,8.174384204801898,0.1441630631784141
38465,575fa0cb05146c256ec1c9d348ec0305,SC,Sul,3158.0,1,7441.74,826.86,3.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,10.744861113651048,0.7706808603522699
65037,f7ea4eef770a388bd5b225acfc546604,SP,Sudeste,2962.0,1,7402.92,37.77,1.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,8.12985507656406,1.2362110940409239
72428,bef3ce10ea5715fbcbcbe3b266ee94c5,SP,Sudeste,2869.0,1,7401.51,822.39,5.0,0.0,10,High Value,0,-1,😴 Lost Customers,10.48046772191832,-1.6638033024971552
44605,4d402e51f4e8a128657c7ac78b59bfb2,MG,Sudeste,3008.0,1,7394.75,295.79,1.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,9.030767331738167,1.323886748109004
95222,ad0adff48be9c5f67cb35fd0895b42e7,SP,Sudeste,3058.0,1,7362.09,90.89,4.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,7.95172153836547,0.17422140112064552
61483,c8460e4251689ba205045f3ea17884a1,RS,Sul,2794.0,1,7215.84,200.44,4.0,0.0,11,High Value,0,-1,😴 Lost Customers,8.180096327692267,-1.1898766921791737
85620,c8460e4251689ba205045f3ea17884a1,RS,Sul,2795.0,1,7215.84,200.44,4.0,0.0,11,High Value,0,-1,😴 Lost Customers,8.180067896677821,-1.1849235414733446
65152,c8460e4251689ba205045f3ea17884a1,RS,Sul,2794.0,1,7215.84,200.44,4.0,0.0,11,High Value,0,-1,😴 Lost Customers,8.180096327692267,-1.1898766921791737
56201,f3140df89d24aa120f087331fe18f773,BA,Nordeste,2967.0,1,7212.96,450.81,1.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,9.373060390943019,1.0403673375273723
83651,2846c0c6219403dd2c92c53ffa41453b,CE,Nordeste,2999.0,1,7148.88,198.58,2.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,8.302751465860483,0.8342731005327648
18789,ac507528f385811a6feb0e3e1fe0afad,MG,Sudeste,3108.0,1,7046.56,440.41,5.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,8.721048741549469,-0.26465769463615724
77523,dc4802a71eae9be1dd28f5d788ceb526,MS,Centro-Oeste,3336.0,1,6929.31,6929.31,5.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,31.50455264735959,-2.662314449631121
95125,459bef486812aa25204be022145caa62,ES,Sudeste,2808.0,1,6922.21,6922.21,3.0,0.0,11,High Value,0,-1,😴 Lost Customers,31.69753566207634,-4.267251260374064
6089,1d10557878391272c010c263dba24b66,MG,Sudeste,3287.0,1,6879.68,429.98,1.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,8.911780758415567,2.6438171237857944
24772,ff4159b92c40ebe40454e3e6a7c35ed6,SP,Sudeste,3235.0,1,6726.66,6726.66,5.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,30.561323154169028,-3.048032017850917
58215,d5f4d315a02dde7b381306b21a2bb9c2,SP,Sudeste,3240.0,1,6718.39,137.11,3.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,7.484162894167851,1.5674466972572578
4273,76a08544f95591acec0d4c976054c459,BA,Nordeste,2972.0,1,6716.48,1679.12,2.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,13.042593206338946,-0.09553852582442625
97642,673e1a98d359aa4eebe7722f4864c86f,RS,Sul,3225.0,1,6579.5,263.18,4.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,7.666619489426053,0.9243837387694002
90641,b1972e951abdf114b6ebc0182b3b31c6,BA,Nordeste,3074.0,1,6524.64,181.24,3.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,7.424685232663408,0.7253545322675614
65267,9b11e010850a4045d2da80c7783fdbd1,SP,Sudeste,2856.0,1,6512.28,1628.07,1.0,0.0,11,High Value,0,-1,😴 Lost Customers,12.73914245617262,-0.13482266373280197
80497,31d1ec8fb80004b9a556acace88a9468,PR,Sul,2869.0,1,6323.04,175.64,1.0,0.0,10,High Value,0,-1,😴 Lost Customers,7.392837881782752,0.723619791801665
48540,7582a5a77fc2976628f46a13ec91b375,SP,Sudeste,2912.0,1,6317.22,37.38,3.0,0.0,10,High Value,0,-1,😴 Lost Customers,6.68545745267465,0.005619184551585011
41310,c8460e4251689ba205045f3ea17884a1,RS,Sul,2795.0,1,6287.94,174.66,4.0,0.0,11,High Value,0,-1,😴 Lost Customers,7.034928974434069,-1.1511014291016703
3286,ef7361e14a64f77990f58e9c571e2f9a,MA,Nordeste,2958.0,1,6273.99,697.11,1.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,9.176772535564666,0.8818561059087794
61796,e015ce18751465bc79eeabbe3f0064d5,SP,Sudeste,2796.0,1,6265.15,250.606,5.0,0.0,11,High Value,0,-1,😴 Lost Customers,7.171744956826302,-1.6901276287153677
42420,f28efe52152019a633891bfdb679886e,SP,Sudeste,2844.0,1,6197.31,688.59,5.0,0.0,11,High Value,0,-1,😴 Lost Customers,8.640571451673447,-1.6891593993238245
64247,3ec83b54e0afb70def9480cd6b9097f7,SP,Sudeste,2956.0,1,6179.04,171.64,5.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,6.790416358542779,-0.852834476259034
80480,32c8b7929168aeff057dcb2255a3dedf,SP,Sudeste,3083.0,1,6151.0,246.04,3.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,7.228902908246996,0.7426593335445547
5142,9271b12d584732342f9ab94f9f08dddb,MG,Sudeste,2885.0,1,6142.32,170.62,1.0,0.0,10,High Value,0,-1,😴 Lost Customers,7.169356459091607,0.8094569480640953
50538,14391c381a3011bdaac2c5ab5fee642d,BA,Nordeste,3216.0,1,6124.68,170.13,4.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,6.821498037802308,0.940122674608066
22387,32cb21bc086b7b1b26c8d8a6cf2d35c5,MA,Nordeste,3080.0,1,6118.5,244.74,3.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,7.187476698633795,0.7292004759082691
61854,a7acd7f8aefc1d48f618e3f15c5e327b,GO,Centro-Oeste,2884.0,1,6108.12,678.68,4.0,0.0,10,High Value,0,-1,😴 Lost Customers,8.608667644686411,-0.9805832214632023
28737,898c64f6f6832078c1ea7f006ad3a54f,RS,Sul,2879.0,1,6035.04,167.64,1.0,0.0,10,High Value,0,-1,😴 Lost Customers,7.037132812339492,0.7836481035916929
69849,8e18da3436d8a163ab9540768a94b22d,CE,Nordeste,3108.0,1,6030.24,376.89,1.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,7.76438182202063,1.8042056650261915
41550,6183466d2bb310b5b0698d30fff75685,SP,Sudeste,2802.0,1,5988.6,166.35,4.0,0.0,11,High Value,0,-1,😴 Lost Customers,6.665332169014729,-1.1055219773694265
70205,a7ca51c5d161c34444a45ff503b78b0c,PI,Nordeste,2915.0,1,5969.25,663.25,5.0,0.0,10,High Value,0,-1,😴 Lost Customers,8.289965536227244,-1.3188362412237498
84658,a5c6335399140e986db84120c425adf0,GO,Centro-Oeste,2808.0,1,5948.36,49.16,4.0,0.0,11,High Value,0,-1,😴 Lost Customers,6.20545589810998,-1.0112018154362616
14710,f1a02343b512e3621484af5aeee1676c,SP,Sudeste,3089.0,1,5920.14,164.45,5.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,6.467132468002664,-0.18463014883900158
89789,94bfb520c0cb6ffd9f36aa7b75f0efe1,SP,Sudeste,3144.0,1,5875.56,163.21,4.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,6.516106114049047,0.5925755598813249
94963,5599df2eeb9e2e4f377db24e09cb976f,SP,Sudeste,3075.0,1,5826.94,1456.74,3.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,11.13801826510469,0.0514185986128149
49935,49482ea59e5df9ca522b982c7518dcaa,SP,Sudeste,2948.0,1,5816.25,232.65,1.0,0.0,10,High Value,0,-1,😴 Lost Customers,7.0162914405017975,1.0947235023308552
6995,b25c74b16e09b4a3390a6db984004c44,SP,Sudeste,2883.0,1,5812.92,645.88,5.0,0.0,10,High Value,0,-1,😴 Lost Customers,8.051926566490918,-1.4645532798631427
4764,17fdbc7bf5923361a92c5630bdd80cd6,MT,Centro-Oeste,3072.0,1,5773.86,160.39,3.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,6.498222266173239,0.7428093690643418
61781,3d540559ce0677a17f45eab0cb113c8d,PB,Nordeste,3188.0,1,5771.36,360.71,4.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,7.094190507061775,0.7053123805402228
77423,336e748851ceb9da362d2d5e0b2f4b85,BA,Nordeste,3038.0,1,5683.23,631.47,5.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,7.849289957105255,-0.6862096051643992
10339,2214477bc746c01d7e790dba816a9a2c,BA,Nordeste,2885.0,1,5649.25,225.97,5.0,0.0,10,High Value,0,-1,😴 Lost Customers,6.382539689273892,-1.2227548730974374
20836,c9e88dde299927079d22c21f72ba6e3d,PA,Norte,2971.0,1,5589.72,155.27,3.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,6.273828987277768,0.24925526192756797
81177,fafe2f8e0b7065fef995698ef3809fec,GO,Centro-Oeste,2810.0,1,5583.78,620.4166666666666,5.0,0.0,11,High Value,0,-1,😴 Lost Customers,7.7037521728890175,-1.8073936940213506
65915,b9cc54385a16364650ea5c9d26c212d9,MG,Sudeste,2879.0,1,5572.08,154.78,1.0,0.0,10,High Value,0,-1,😴 Lost Customers,6.465793941766691,0.8005217171979603
44311,cc073557e57ba3526798e69697e37db3,GO,Centro-Oeste,3076.0,1,5527.48,345.47,5.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,6.660937034317579,-0.3391038113795573
34342,019ed386aec9ff0f9eab4a590231174e,SP,Sudeste,2802.0,1,5527.44,153.54,5.0,0.0,11,High Value,0,-1,😴 Lost Customers,5.990655266854124,-1.5918706642511566
30188,1f98d2384ff7a372e6a2d3bb75cbcd54,MG,Sudeste,2864.0,1,5525.64,153.49,1.0,0.0,11,High Value,0,-1,😴 Lost Customers,6.408908809546468,0.7279170663735166
52609,2ee975c9c2318bfa81d7c2ba24325099,MG,Sudeste,2897.0,1,5525.64,153.49,5.0,0.0,10,High Value,0,-1,😴 Lost Customers,5.985732940736034,-1.1212557421678209
36969,ec5d2f91c651ce345616c7035fab6f9d,MG,Sudeste,3048.0,1,5519.76,1379.94,1.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,10.72964798080634,0.9723250540514297
17842,fc54c2c09aee36da48881e5bf37ef795,BA,Nordeste,3030.0,1,5464.12,1366.03,4.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,10.301136617815732,-0.6175484862478581
49689,6d3c02f03efc71b44d52999fc95fc86e,GO,Centro-Oeste,3297.0,1,5431.5,603.5,4.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,7.562719076013759,1.1203981799259464
75191,487e7e69517aa5d6fe673aa3d46acf06,SP,Sudeste,2857.0,1,5398.75,215.95,1.0,0.0,11,High Value,0,-1,😴 Lost Customers,6.485615513305501,0.6619790402819999
10861,02ff3aee636a9ee1c1fef271daa0bc07,SP,Sudeste,2928.0,1,5355.6,214.222,5.0,0.0,10,High Value,0,-1,😴 Lost Customers,6.00623769783705,-0.9971133950683015
5232,ce9f8b9c31d83341764708396ac7e38b,MG,Sudeste,3097.0,1,5300.64,36.81,5.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,5.312260903875944,-0.06235929902792805
51669,c230d0a507ccf302b339305e2acf3376,SP,Sudeste,3229.0,1,5290.5,211.62,5.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,5.9145362948260916,0.4965893780194913
28473,09ed9b91e77dcb56c1c1e7fdf7fc100c,RJ,Sudeste,2950.0,1,5289.12,146.92,1.0,0.0,10,High Value,0,-1,😴 Lost Customers,6.114574443729888,1.1625085279607565
49111,f44ffa618df5f8a65899275c93b14ae2,SP,Sudeste,2883.0,1,5277.28,1319.32,4.0,0.0,10,High Value,0,-1,😴 Lost Customers,9.92806006871041,-1.3162680585772533
7001,edaf4daaef4cd93ac92da6a30d7621ab,SP,Sudeste,2843.0,1,5210.5,208.42,4.0,0.0,11,High Value,0,-1,😴 Lost Customers,5.928887917350752,-0.9087224817876116
62977,e520d01b14c310b4469ce675cef5c6d2,SP,Sudeste,2808.0,1,5189.31,105.90142857142857,1.0,0.0,11,High Value,0,-1,😴 Lost Customers,5.860325177811437,0.48360193332913626
71818,f94b83157ce2162d5eabd54f242d6065,RS,Sul,3079.0,1,5142.06,571.34,5.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,7.020951627424048,-0.43887660188796346
41754,1c6c028831cfe21ab6c55c8f455ab2cd,RJ,Sudeste,2910.0,1,5122.0,204.88,1.0,0.0,10,High Value,0,-1,😴 Lost Customers,6.130622258456778,0.9364226283885586
63306,a0988feb55f4bf6cd3643c2a0d8d3899,RS,Sul,2879.0,1,5121.0,204.84,4.0,0.0,10,High Value,0,-1,😴 Lost Customers,5.813548108899561,-0.7265520346526095
87698,4ef21f52dd7c061a646005b11918cbd3,CE,Nordeste,3109.0,1,5119.5,204.78,1.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,6.121771294069763,1.9222073568855607
65361,8190d0cbc8a4e51b3d707505a79a9f6e,SP,Sudeste,3050.0,1,5093.06,103.93714285714286,5.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,5.314930932101037,-0.3272401510183538
60466,dfe404bc538d4172a3c0291fca2e74ee,RJ,Sudeste,3325.0,1,5080.32,141.12,4.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,5.529554528820343,1.5180801397018973
38312,83aca63b2193ea126b287f3ae61528d9,SC,Sul,3250.0,1,5061.96,140.61,4.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,5.509028781498578,1.1472630080663646
94607,8c4f1ee04e97bc9c43c73916cbb78479,SP,Sudeste,2878.0,1,4998.6,138.85,5.0,0.0,10,High Value,0,-1,😴 Lost Customers,5.335853140493745,-1.1961564529194946
83814,3d16d54112c57c93d5bfaf6b395b3f0f,MG,Sudeste,3118.0,1,4976.1,552.9,5.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,6.766174701859298,-0.23213245343459488
79216,84056c11d63b679a61f195ef043505f4,MT,Centro-Oeste,3170.0,1,4974.48,1243.62,5.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,9.202945703545195,-0.35023414706195766
40066,2aa8fc021c68c7c1e1698d29faf24820,SC,Sul,3059.0,1,4964.48,77.57,5.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,5.0754654707665825,-0.26557637199939715
57747,37d7f68849e1f7a6bcc58225180fc4f3,SP,Sudeste,2908.0,1,4960.8,137.8,4.0,0.0,10,High Value,0,-1,😴 Lost Customers,5.393910646735787,-0.5430275306651575
9323,d4336c36fbe83d4668606c4361932e1d,SP,Sudeste,2987.0,1,4957.96,101.18428571428572,1.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,5.575765235659933,1.377718276136936
86909,da122df9eeddfedc1dc1f5349a1a690c,RJ,Sudeste,3288.0,1,4950.34,4950.34,5.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,22.266807803706516,-1.781426128100889
28784,7301a2206e9f7e6beb6b92f627f1799d,SP,Sudeste,3048.0,1,4838.72,75.6075,3.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,5.137104573919287,0.6900033068728589
54860,b052fa7d7e0a1fab33e1a2633ff40252,PI,Nordeste,3232.0,1,4820.0,301.25,4.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,5.802170250443652,0.9758931230213184
14283,eebb5dda148d3893cdaf5b5ca3040ccb,SP,Sudeste,3271.0,1,4764.34,4764.34,4.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,21.504482465449374,-1.2573339792414941
28221,33d5f77e44abcb42cdfc86854e5fce8c,SP,Sudeste,3251.0,1,4698.72,130.52,4.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,5.060725917818535,1.165455253740097
23933,48e1ac109decbb87765a3eade6854098,PB,Nordeste,2841.0,1,4681.78,4681.78,5.0,0.0,11,High Value,0,-1,😴 Lost Customers,21.025705011706737,-3.8436773216933613
36530,4e30efee78a5719e98c2499691d08413,RJ,Sudeste,2956.0,1,4663.44,129.54,1.0,0.0,9,Medium Value,0,-1,😴 Lost Customers,5.342252258066586,1.2150317404754298
45673,34cd0f2f38a66796cfbc8a33ece7448c,SP,Sudeste,2788.0,1,4629.75,514.4166666666666,1.0,0.0,11,High Value,0,-1,😴 Lost Customers,6.668402246596249,0.17427714118068924
74497,4b3bb0581e463066eed601f1991b4f16,SP,Sudeste,3244.0,1,4605.66,511.74,5.0,0.0,7,Medium Value,0,-1,😴 Lost Customers,6.196378746825623,0.4222570252675254
99183,13071413b2d7b730db1cd98a4611f2b2,BA,Nordeste,2837.0,1,4595.04,127.64,1.0,0.0,11,High Value,0,-1,😴 Lost Customers,5.261223118452329,0.6280997976055571
37290,f25f06e6fe07270ef5d0e88f19f178d0,SP,Sudeste,3133.0,1,4564.75,182.59,5.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,4.990281885967276,0.05236326240550402
99377,f4b8c62563542dad472e6868bf8267cc,PI,Nordeste,3151.0,1,4560.48,285.03,5.0,0.0,8,Medium Value,0,-1,😴 Lost Customers,5.346806823665993,0.0858913792758259
