customer_sk,customer_unique_id,customer_state,customer_region,recency_days,frequency_orders,monetary_value,avg_order_value,avg_review_score,customer_lifetime_days,rfm_score,customer_value,kmeans_cluster,segment_label,pca_1,pca_2
95192,fe2b2f70f3dc31c23319ae1029eac77f,GO,Centro-Oeste,172,1,11531.41,95.2990909090909,3.0,0,10,High Value,0,🛍️ High-Value Occasional,2.647643474632015,12.048580292407056
8328,12138e8ba93973c9b561253683f5581b,SP,Sudeste,85,1,11468.45,234.05,1.0,0,11,High Value,0,🛍️ High-Value Occasional,2.6973038935082534,12.684433969254904
62802,559026a1299bd2ede976c8d516d92258,SP,Sudeste,181,1,11380.5,455.22,1.0,0,9,Medium Value,0,🛍️ High-Value Occasional,2.6818652679228663,13.383239748329226
48473,931eabdf0636b8fd60369a8d759917d6,SC,Sul,476,1,10999.26,1222.14,5.0,0,7,Medium Value,1,📊 Standard Customers,2.6609450382110085,15.259603099605187
38531,5a494c648fde2d1ec4eb614274ea7159,BA,Nordeste,174,2,9859.88,154.85272727272726,1.0,0,14,VIP,0,🛍️ High-Value Occasional,5.5199009924364155,10.229244603725247
74120,d97b3cfb22b0d6b25ac9ed4e9c2d481b,SP,Sudeste,316,2,9773.81,80.31692307692308,1.0,0,12,High Value,0,🛍️ High-Value Occasional,5.404781570630258,9.898551605868187
2552,ca9ff40e3d69e5ffc34a46ed9b91451c,SP,Sudeste,151,1,9759.75,390.39,5.0,0,10,High Value,1,📊 Standard Customers,2.3078303250512877,10.962033873417091
16381,f0d3389b217aa61b5a66744ddd694cc3,SP,Sudeste,177,1,9618.48,267.18,5.0,0,10,High Value,1,📊 Standard Customers,2.227226008412348,10.382619815016144
92153,86df00dc5fd68f4dd5d5945ca19f3ed6,RS,Sul,320,3,9601.92,200.04,5.0,127,12,High Value,2,🌟 Champions (VIP),12.04259856110816,8.575202659590458
76565,d687c16dcf223790dd97278b2cdbe240,SP,Sudeste,211,1,9443.35,192.72,4.0,0,9,Medium Value,0,🛍️ High-Value Occasional,2.1385519342529613,10.05447547647519
21217,f9172a6495d46451776be8bc8e46032d,RJ,Sudeste,149,1,9212.98,188.01857142857142,2.0,0,10,High Value,0,🛍️ High-Value Occasional,2.0963972859504914,10.011740856928826
79703,a229eba70ec1c2abef51f04987deb7a5,RJ,Sudeste,90,1,8891.0,2222.75,5.0,0,11,High Value,1,📊 Standard Customers,2.5939180132826003,16.463212371870664
35806,910f0afb84bc778e856d3683c7e8a46a,CE,Nordeste,32,1,8780.5,351.22,4.0,0,11,High Value,0,🛍️ High-Value Occasional,2.107563268210847,9.875101989445218
18908,33de26d1fafbfd4945eb586f7136efe6,MG,Sudeste,281,1,8697.99,177.51,5.0,0,8,Medium Value,1,📊 Standard Customers,1.9196828123603313,9.102289832555392
36450,066ee6b9c6fc284260ff9a1274a82ca7,PR,Sul,435,1,8530.14,236.94833333333332,1.0,0,7,Medium Value,0,🛍️ High-Value Occasional,1.7804850805104944,9.616272260910888
68917,79dbe8f7d2cd77fc463cfb663ab1375c,SP,Sudeste,22,1,8511.75,340.47,5.0,0,11,High Value,1,📊 Standard Customers,2.050853627589066,9.434144975384909
13293,fb98136edc2c0f996bfad36a0c7e1306,PR,Sul,124,1,8425.44,234.04,4.0,0,10,High Value,0,🛍️ High-Value Occasional,1.9404952498077468,9.099467384240452
57158,ba3f35c1ecbfcbac6854edf5ffcc198d,MG,Sudeste,360,1,8299.2,331.97,5.0,0,8,Medium Value,1,📊 Standard Customers,1.8183503748202212,9.232296411321284
86171,96e91c0dba30f7ff60c9acd47677c248,RJ,Sudeste,42,1,8108.64,225.24,4.0,0,11,High Value,0,🛍️ High-Value Occasional,1.9020827481871097,8.717237278905372
83540,efce1ab3e96ccab8b1b464326bd22417,SP,Sudeste,155,2,7971.88,82.24727272727273,5.0,232,14,VIP,2,🌟 Champions (VIP),10.949714912829013,6.341599612770439
11573,4c21c589db03eb65cbc452fc470850cf,MG,Sudeste,404,1,7956.2,318.25,1.0,0,7,Medium Value,0,🛍️ High-Value Occasional,1.6742603545612194,9.284522353376753
578,064fb6f70338688d1372235d95d92ff7,RJ,Sudeste,111,1,7849.08,218.03,2.0,0,10,High Value,0,🛍️ High-Value Occasional,1.7833056781532322,8.655783301113766
32482,26b5839e505ee33e6a449f7c2c403f99,SP,Sudeste,89,1,7821.27,869.03,3.0,0,11,High Value,0,🛍️ High-Value Occasional,1.9632293823583349,10.7950163055155
3529,3a205021b542565ebf170c0ec55783d9,MT,Centro-Oeste,393,1,7770.4,485.65,4.0,0,7,Medium Value,0,🛍️ High-Value Occasional,1.7005055741852138,9.328204550984136
64247,3ec83b54e0afb70def9480cd6b9097f7,SP,Sudeste,183,2,7723.8,171.64,3.5,0,13,VIP,2,🌟 Champions (VIP),5.005736211620596,7.723507810946814
93917,1da09dd64e235e7c2f29a4faff33535c,RJ,Sudeste,230,3,7708.8,216.44,3.6666666666666665,246,13,VIP,2,🌟 Champions (VIP),14.532696535375624,6.15376212076574
537,c5365631fcd0f5ae1802e798e1b7d692,PR,Sul,334,1,7667.84,479.24,1.0,0,8,Medium Value,0,🛍️ High-Value Occasional,1.680317510978059,9.53113991758068
23817,b60a410d454528f9b70cd6fb479fba68,RJ,Sudeste,165,1,7628.9,305.156,1.0,0,10,High Value,0,🛍️ High-Value Occasional,1.7144379232467781,8.850547231137034
86909,da122df9eeddfedc1dc1f5349a1a690c,RJ,Sudeste,515,2,7571.63,3785.815,5.0,0,11,High Value,2,🌟 Champions (VIP),5.734853444225613,20.141158603619044
84958,78b23d5ff07ebe2f082472ca242b9238,RS,Sul,280,1,7550.73,93.22,4.0,0,8,Medium Value,0,🛍️ High-Value Occasional,1.6039728661591053,7.69669863504944
38465,575fa0cb05146c256ec1c9d348ec0305,SC,Sul,385,1,7441.74,826.86,3.0,0,7,Medium Value,0,🛍️ High-Value Occasional,1.7023748037386053,10.28989575580111
65037,f7ea4eef770a388bd5b225acfc546604,SP,Sudeste,189,1,7402.92,37.77,1.0,0,9,Medium Value,0,🛍️ High-Value Occasional,1.5766492162044334,7.673863202066264
72428,bef3ce10ea5715fbcbcbe3b266ee94c5,SP,Sudeste,96,1,7401.51,822.39,5.0,0,10,High Value,1,📊 Standard Customers,1.8586036479845178,9.954775596742943
44605,4d402e51f4e8a128657c7ac78b59bfb2,MG,Sudeste,235,1,7394.75,295.79,1.0,0,9,Medium Value,0,🛍️ High-Value Occasional,1.6168319649877063,8.579157817159302
95222,ad0adff48be9c5f67cb35fd0895b42e7,SP,Sudeste,285,1,7362.09,90.89,4.0,0,8,Medium Value,0,🛍️ High-Value Occasional,1.5536258031029853,7.488049436094983
64191,4644f1b187e390a08b4c66fb16c91364,SC,Sul,166,2,7315.92,101.61,3.0,0,14,VIP,2,🌟 Champions (VIP),4.890770591797411,7.096913470441966
56201,f3140df89d24aa120f087331fe18f773,BA,Nordeste,194,1,7212.96,450.81,1.0,0,9,Medium Value,0,🛍️ High-Value Occasional,1.63277252991426,8.923208724486884
83651,2846c0c6219403dd2c92c53ffa41453b,CE,Nordeste,226,1,7148.88,198.58,2.0,0,9,Medium Value,0,🛍️ High-Value Occasional,1.54308329721041,7.858997891005032
18789,ac507528f385811a6feb0e3e1fe0afad,MG,Sudeste,335,1,7046.56,440.41,5.0,0,8,Medium Value,1,📊 Standard Customers,1.5464034647636422,8.272716676368445
77523,dc4802a71eae9be1dd28f5d788ceb526,MS,Centro-Oeste,563,1,6929.31,6929.31,5.0,0,7,Medium Value,1,📊 Standard Customers,3.0659974935578203,30.983340564783195
95125,459bef486812aa25204be022145caa62,ES,Sudeste,35,1,6922.21,6922.21,3.0,0,11,High Value,0,🛍️ High-Value Occasional,3.3233341164483523,31.094847295310863
30188,1f98d2384ff7a372e6a2d3bb75cbcd54,MG,Sudeste,89,2,6907.05,153.49,1.0,2,15,VIP,2,🌟 Champions (VIP),10.742551913279904,7.355020158704333
6089,1d10557878391272c010c263dba24b66,MG,Sudeste,514,1,6879.68,429.98,1.0,0,7,Medium Value,0,🛍️ High-Value Occasional,1.3763756329804593,8.546304891214783
24772,ff4159b92c40ebe40454e3e6a7c35ed6,SP,Sudeste,462,1,6726.66,6726.66,5.0,0,7,Medium Value,1,📊 Standard Customers,3.0162213162591294,30.038732405103115
58215,d5f4d315a02dde7b381306b21a2bb9c2,SP,Sudeste,467,1,6718.39,137.11,3.0,0,7,Medium Value,0,🛍️ High-Value Occasional,1.3013235326582762,7.1079595224600745
4273,76a08544f95591acec0d4c976054c459,BA,Nordeste,199,1,6716.48,1679.12,2.0,0,9,Medium Value,0,🛍️ High-Value Occasional,1.8298939658937152,12.59514158596664
28820,c169c9937db997a267f749cdd64c161f,PR,Sul,477,2,6702.72,209.46,5.0,0,11,High Value,2,🌟 Champions (VIP),4.618150442439054,6.642367109883085
97642,673e1a98d359aa4eebe7722f4864c86f,RS,Sul,452,1,6579.5,263.18,4.0,0,7,Medium Value,0,🛍️ High-Value Occasional,1.314856559787894,7.2854659719239745
90641,b1972e951abdf114b6ebc0182b3b31c6,BA,Nordeste,301,1,6524.64,181.24,3.0,0,8,Medium Value,0,🛍️ High-Value Occasional,1.3513033677584443,7.02937067699072
65267,9b11e010850a4045d2da80c7783fdbd1,SP,Sudeste,83,1,6512.28,1628.07,1.0,0,11,High Value,0,🛍️ High-Value Occasional,1.8186238386785452,12.293911554892805
80497,31d1ec8fb80004b9a556acace88a9468,PR,Sul,96,1,6323.04,175.64,1.0,0,10,High Value,0,🛍️ High-Value Occasional,1.3910819360112683,6.990990692960779
48540,7582a5a77fc2976628f46a13ec91b375,SP,Sudeste,139,1,6317.22,37.38,3.0,0,10,High Value,0,🛍️ High-Value Occasional,1.347434799461622,6.276341720185612
3286,ef7361e14a64f77990f58e9c571e2f9a,MA,Nordeste,185,1,6273.99,697.11,1.0,0,9,Medium Value,0,🛍️ High-Value Occasional,1.466244865148323,8.785271217499586
61796,e015ce18751465bc79eeabbe3f0064d5,SP,Sudeste,23,1,6265.15,250.606,5.0,0,11,High Value,1,📊 Standard Customers,1.4659735591853778,6.721512820625249
42420,f28efe52152019a633891bfdb679886e,SP,Sudeste,71,1,6197.31,688.59,5.0,0,11,High Value,1,📊 Standard Customers,1.536473241030258,8.195769329437688
80480,32c8b7929168aeff057dcb2255a3dedf,SP,Sudeste,310,1,6151.0,246.04,3.0,0,8,Medium Value,0,🛍️ High-Value Occasional,1.2699024970768933,6.859841735671581
5142,9271b12d584732342f9ab94f9f08dddb,MG,Sudeste,112,1,6142.32,170.62,1.0,0,10,High Value,0,🛍️ High-Value Occasional,1.3362543558166677,6.783124045605631
50538,14391c381a3011bdaac2c5ab5fee642d,BA,Nordeste,443,1,6124.68,170.13,4.0,0,7,Medium Value,0,🛍️ High-Value Occasional,1.1820263260266068,6.471795723340352
22387,32cb21bc086b7b1b26c8d8a6cf2d35c5,MA,Nordeste,307,1,6118.5,244.74,3.0,0,8,Medium Value,0,🛍️ High-Value Occasional,1.2630219702878513,6.820111228752536
61854,a7acd7f8aefc1d48f618e3f15c5e327b,GO,Centro-Oeste,111,1,6108.12,678.68,4.0,0,10,High Value,0,🛍️ High-Value Occasional,1.4827201059249693,8.187089795578169
28737,898c64f6f6832078c1ea7f006ad3a54f,RS,Sul,106,1,6035.04,167.64,1.0,0,10,High Value,0,🛍️ High-Value Occasional,1.3118331265643266,6.657216368459839
69849,8e18da3436d8a163ab9540768a94b22d,CE,Nordeste,335,1,6030.24,376.89,1.0,0,8,Medium Value,0,🛍️ High-Value Occasional,1.2443685724415223,7.42442350542202
98862,0341bbd5c969923a0f801b9e2d10a7b8,RJ,Sudeste,91,2,5999.04,333.28,5.0,2,15,VIP,2,🌟 Champions (VIP),10.592693803634823,6.558948163782057
41550,6183466d2bb310b5b0698d30fff75685,SP,Sudeste,29,1,5988.6,166.35,4.0,0,11,High Value,0,🛍️ High-Value Occasional,1.3641245836504134,6.246198307410323
70205,a7ca51c5d161c34444a45ff503b78b0c,PI,Nordeste,142,1,5969.25,663.25,5.0,0,10,High Value,1,📊 Standard Customers,1.4357571414264754,7.874915228309631
84658,a5c6335399140e986db84120c425adf0,GO,Centro-Oeste,35,1,5948.36,49.16,4.0,0,11,High Value,0,🛍️ High-Value Occasional,1.3207939160143665,5.792488949934925
14710,f1a02343b512e3621484af5aeee1676c,SP,Sudeste,316,1,5920.14,164.45,5.0,0,8,Medium Value,1,📊 Standard Customers,1.2040060718189198,6.09819283305058
89789,94bfb520c0cb6ffd9f36aa7b75f0efe1,SP,Sudeste,371,1,5875.56,163.21,4.0,0,8,Medium Value,0,🛍️ High-Value Occasional,1.155762018482755,6.170004924075283
94963,5599df2eeb9e2e4f377db24e09cb976f,SP,Sudeste,302,1,5826.94,1456.74,3.0,0,8,Medium Value,0,🛍️ High-Value Occasional,1.5044355115355232,10.766578340611565
49935,49482ea59e5df9ca522b982c7518dcaa,SP,Sudeste,175,1,5816.25,232.65,1.0,0,10,High Value,0,🛍️ High-Value Occasional,1.237712340763932,6.663373684307197
6995,b25c74b16e09b4a3390a6db984004c44,SP,Sudeste,110,1,5812.92,645.88,5.0,0,10,High Value,1,📊 Standard Customers,1.409014344354945,7.641897885949589
4764,17fdbc7bf5923361a92c5630bdd80cd6,MT,Centro-Oeste,299,1,5773.86,160.39,3.0,0,8,Medium Value,0,🛍️ High-Value Occasional,1.1594297478287388,6.154729437893337
61781,3d540559ce0677a17f45eab0cb113c8d,PB,Nordeste,415,1,5771.36,360.71,4.0,0,7,Medium Value,0,🛍️ High-Value Occasional,1.1574420654322197,6.7598769395774285
77423,336e748851ceb9da362d2d5e0b2f4b85,BA,Nordeste,265,1,5683.23,631.47,5.0,0,9,Medium Value,1,📊 Standard Customers,1.2916411879468814,7.478023444328997
10339,2214477bc746c01d7e790dba816a9a2c,BA,Nordeste,112,1,5649.25,225.97,5.0,0,10,High Value,1,📊 Standard Customers,1.2591098977118367,5.992236592451938
20836,c9e88dde299927079d22c21f72ba6e3d,PA,Norte,198,1,5589.72,155.27,3.0,0,9,Medium Value,0,🛍️ High-Value Occasional,1.165066786047131,5.923892864595955
81177,fafe2f8e0b7065fef995698ef3809fec,GO,Centro-Oeste,37,1,5583.78,620.4166666666666,5.0,0,11,High Value,1,📊 Standard Customers,1.383497921088546,7.296111004239152
65915,b9cc54385a16364650ea5c9d26c212d9,MG,Sudeste,106,1,5572.08,154.78,1.0,0,10,High Value,0,🛍️ High-Value Occasional,1.1928690106417421,6.1180678574130365
44311,cc073557e57ba3526798e69697e37db3,GO,Centro-Oeste,303,1,5527.48,345.47,5.0,0,8,Medium Value,1,📊 Standard Customers,1.159271037885809,6.313142328434454
34342,019ed386aec9ff0f9eab4a590231174e,SP,Sudeste,29,1,5527.44,153.54,5.0,0,11,High Value,1,📊 Standard Customers,1.2535739046597039,5.594328923127688
52609,2ee975c9c2318bfa81d7c2ba24325099,MG,Sudeste,124,1,5525.64,153.49,5.0,0,10,High Value,1,📊 Standard Customers,1.2033015527302668,5.607635314241607
36969,ec5d2f91c651ce345616c7035fab6f9d,MG,Sudeste,275,1,5519.76,1379.94,1.0,0,8,Medium Value,0,🛍️ High-Value Occasional,1.4062030374953647,10.39424588814927
17842,fc54c2c09aee36da48881e5bf37ef795,BA,Nordeste,257,1,5464.12,1366.03,4.0,0,9,Medium Value,0,🛍️ High-Value Occasional,1.422016754806884,9.938637138988328
49689,6d3c02f03efc71b44d52999fc95fc86e,GO,Centro-Oeste,524,1,5431.5,603.5,4.0,0,7,Medium Value,0,🛍️ High-Value Occasional,1.0778136703377847,7.267971689683669
75191,487e7e69517aa5d6fe673aa3d46acf06,SP,Sudeste,84,1,5398.75,215.95,1.0,0,11,High Value,0,🛍️ High-Value Occasional,1.1768303467037264,6.144483745053593
10861,02ff3aee636a9ee1c1fef271daa0bc07,SP,Sudeste,155,1,5355.6,214.222,5.0,0,10,High Value,1,📊 Standard Customers,1.1601835496001087,5.644615659971767
5232,ce9f8b9c31d83341764708396ac7e38b,MG,Sudeste,324,1,5300.64,36.81,5.0,0,8,Medium Value,1,📊 Standard Customers,1.0122280341076777,4.990038044583784
51669,c230d0a507ccf302b339305e2acf3376,SP,Sudeste,456,1,5290.5,211.62,5.0,0,7,Medium Value,1,📊 Standard Customers,0.9854326452610693,5.614815684978552
28473,09ed9b91e77dcb56c1c1e7fdf7fc100c,RJ,Sudeste,177,1,5289.12,146.92,1.0,0,10,High Value,0,🛍️ High-Value Occasional,1.0829321551121023,5.800053056304779
49111,f44ffa618df5f8a65899275c93b14ae2,SP,Sudeste,110,1,5277.28,1319.32,4.0,0,10,High Value,0,🛍️ High-Value Occasional,1.44040406980123,9.551335108375255
7001,edaf4daaef4cd93ac92da6a30d7621ab,SP,Sudeste,70,1,5210.5,208.42,4.0,0,11,High Value,1,📊 Standard Customers,1.1590583553574585,5.570448645939953
62977,e520d01b14c310b4469ce675cef5c6d2,SP,Sudeste,35,1,5189.31,105.90142857142857,1.0,0,11,High Value,0,🛍️ High-Value Occasional,1.1219032836315348,5.526417016243996
71818,f94b83157ce2162d5eabd54f242d6065,RS,Sul,306,1,5142.06,571.34,5.0,0,8,Medium Value,1,📊 Standard Customers,1.1194875471570016,6.6959913609304476
41754,1c6c028831cfe21ab6c55c8f455ab2cd,RJ,Sudeste,137,1,5122.0,204.88,1.0,0,10,High Value,0,🛍️ High-Value Occasional,1.077057177803866,5.818898103823395
63306,a0988feb55f4bf6cd3643c2a0d8d3899,RS,Sul,106,1,5121.0,204.84,4.0,0,10,High Value,1,📊 Standard Customers,1.1169035051421827,5.4682131884742065
87698,4ef21f52dd7c061a646005b11918cbd3,CE,Nordeste,336,1,5119.5,204.78,1.0,0,8,Medium Value,0,🛍️ High-Value Occasional,0.9720684533139845,5.848143749126299
65361,8190d0cbc8a4e51b3d707505a79a9f6e,SP,Sudeste,277,1,5093.06,103.93714285714286,5.0,0,8,Medium Value,1,📊 Standard Customers,1.0022725201209317,4.996787287381376
60466,dfe404bc538d4172a3c0291fca2e74ee,RJ,Sudeste,552,1,5080.32,141.12,4.0,0,7,Medium Value,0,🛍️ High-Value Occasional,0.8565130515413497,5.273239712082096
38312,83aca63b2193ea126b287f3ae61528d9,SC,Sul,477,1,5061.96,140.61,4.0,0,7,Medium Value,0,🛍️ High-Value Occasional,0.8911187293548749,5.239698280874749
94607,8c4f1ee04e97bc9c43c73916cbb78479,SP,Sudeste,105,1,4998.6,138.85,5.0,0,10,High Value,1,📊 Standard Customers,1.0778331383365378,4.990780747773437
83814,3d16d54112c57c93d5bfaf6b395b3f0f,MG,Sudeste,345,1,4976.1,552.9,5.0,0,8,Medium Value,1,📊 Standard Customers,1.0528375623648822,6.460451068744675
79216,84056c11d63b679a61f195ef043505f4,MT,Centro-Oeste,397,1,4974.48,1243.62,5.0,0,7,Medium Value,1,📊 Standard Customers,1.2027668013595574,8.893999244643036
40066,2aa8fc021c68c7c1e1698d29faf24820,SC,Sul,286,1,4964.48,77.57,5.0,0,8,Medium Value,1,📊 Standard Customers,0.9586520627143897,4.76841435839716
57747,37d7f68849e1f7a6bcc58225180fc4f3,SP,Sudeste,135,1,4960.8,137.8,4.0,0,10,High Value,1,📊 Standard Customers,1.0444395768134058,5.066441147823438
9323,d4336c36fbe83d4668606c4361932e1d,SP,Sudeste,214,1,4957.96,101.18428571428572,1.0,0,9,Medium Value,0,🛍️ High-Value Occasional,0.9690419326626678,5.292021360428251
28118,33176de67c05eeed870fd49f234387a0,RS,Sul,86,3,4868.91,114.00090909090909,2.0,102,15,VIP,2,🌟 Champions (VIP),10.342868065496237,3.6560233591722833
28784,7301a2206e9f7e6beb6b92f627f1799d,SP,Sudeste,275,1,4838.72,75.6075,3.0,0,8,Medium Value,0,🛍️ High-Value Occasional,0.9165955111893717,4.8551875736947565
54860,b052fa7d7e0a1fab33e1a2633ff40252,PI,Nordeste,459,1,4820.0,301.25,4.0,0,7,Medium Value,1,📊 Standard Customers,0.8814133091019426,5.543024477163625
14283,eebb5dda148d3893cdaf5b5ca3040ccb,SP,Sudeste,498,1,4764.34,4764.34,4.0,0,7,Medium Value,0,🛍️ High-Value Occasional,1.994611909670346,21.1710335145732
85729,d2ecc28fac1b377eefe7b209a895626a,RJ,Sudeste,268,2,4733.84,147.9325,5.0,10,13,VIP,2,🌟 Champions (VIP),5.6444168260729395,4.302619187832225
28221,33d5f77e44abcb42cdfc86854e5fce8c,SP,Sudeste,478,1,4698.72,130.52,4.0,0,7,Medium Value,1,📊 Standard Customers,0.7972547631130726,4.816842647209663
23933,48e1ac109decbb87765a3eade6854098,PB,Nordeste,68,1,4681.78,4681.78,5.0,0,11,High Value,1,📊 Standard Customers,2.186164605623421,20.608335515476504
36530,4e30efee78a5719e98c2499691d08413,RJ,Sudeste,183,1,4663.44,129.54,1.0,0,9,Medium Value,0,🛍️ High-Value Occasional,0.9190089520017825,5.072378798387357
45673,34cd0f2f38a66796cfbc8a33ece7448c,SP,Sudeste,15,1,4629.75,514.4166666666666,1.0,0,11,High Value,0,🛍️ High-Value Occasional,1.0976368609203926,6.361458989838173
74497,4b3bb0581e463066eed601f1991b4f16,SP,Sudeste,471,1,4605.66,511.74,5.0,0,7,Medium Value,1,📊 Standard Customers,0.8836469123279203,5.941015349385956
99183,13071413b2d7b730db1cd98a4611f2b2,BA,Nordeste,64,1,4595.04,127.64,1.0,0,11,High Value,0,🛍️ High-Value Occasional,0.9638259542428642,4.97342853034942
37290,f25f06e6fe07270ef5d0e88f19f178d0,SP,Sudeste,360,1,4564.75,182.59,5.0,0,8,Medium Value,1,📊 Standard Customers,0.8469943244071982,4.722899805801293
99377,f4b8c62563542dad472e6868bf8267cc,PI,Nordeste,378,1,4560.48,285.03,5.0,0,8,Medium Value,1,📊 Standard Customers,0.8628293593776936,5.081185324651105
95231,03adb96012772d4374285b6a701f3da9,AL,Nordeste,381,1,4539.96,1134.99,5.0,0,8,Medium Value,1,📊 Standard Customers,1.0746722117752707,8.046113223802797
8706,fa094305fdb6062436c99adba7d53dde,GO,Centro-Oeste,43,1,4534.56,1133.64,4.0,0,11,High Value,1,📊 Standard Customers,1.2422432432791222,8.095624570497412
10509,edde2314c6c30e864a128ac95d6b2112,SP,Sudeste,26,1,4513.32,4513.32,5.0,0,11,High Value,1,📊 Standard Customers,2.122786271301064,19.82989954397697
62304,69afe7c27aadfa869ed76ef5342a4b76,ES,Sudeste,78,1,4506.48,125.18,1.0,0,11,High Value,0,🛍️ High-Value Occasional,0.9337288164419815,4.87256422616856
56099,62faa9161d76613338c9216581e7ee1e,PA,Norte,382,1,4491.44,280.715,5.0,0,8,Medium Value,1,📊 Standard Customers,0.8423749250948122,4.993009420772672
